product_name,product_link,review_date,review_title,review_rating,review_comment
ARUN Car Wheel Cover Silver and Black Color 14inch for New Swift Dzire 2017,https://www.amazon.in/ARUN-premium-Quality-Silver-14inch/dp/B08K85GH9Y,13 February 2021,ok quality ,4,blank paint is not looking durable quality is ok for online mrp of the box was tornoff 
ARUN Car Wheel Cover Silver and Black Color 14inch for New Swift Dzire 2017,https://www.amazon.in/ARUN-premium-Quality-Silver-14inch/dp/B08K85GH9Y,6 February 2021,looks great ,4,looks great but the paint quality is not that great not sure about the durability 
ARUN Car Wheel Cover Silver and Black Color 14inch for New Swift Dzire 2017,https://www.amazon.in/ARUN-premium-Quality-Silver-14inch/dp/B08K85GH9Y,27 August 2021,looks good on wheels ,4,changed the look of car inside metal rings press the tyre valve though but other than this totally worth it 
ARUN Car Wheel Cover Silver and Black Color 14inch for New Swift Dzire 2017,https://www.amazon.in/ARUN-premium-Quality-Silver-14inch/dp/B08K85GH9Y,31 January 2021,okay not baf ,3,i liked the quality but was not happy with small damages found as shown in pic attached 
"PRIGAN® Premium Quality, Universal Silver Black Red 14 Inch Wheel Cover For All 14 Inch Cars (SIZE 14 Inch) (Set of 4 Pcs) (Press Fitting) Model- Tiago T1 Twin Red",https://www.amazon.in/PRIGAN%C2%AE-Premium-Quality-Universal-14/dp/B0984YMK6S,30 January 2022,paint quality is very poor ,1,easily paint removing by finger touch paint quality is very poor not like a primium quality its like very cheap quality 
"PRIGAN® Premium Quality, Universal Silver Black Red 14 Inch Wheel Cover For All 14 Inch Cars (SIZE 14 Inch) (Set of 4 Pcs) (Press Fitting) Model- Tiago T1 Twin Red",https://www.amazon.in/PRIGAN%C2%AE-Premium-Quality-Universal-14/dp/B0984YMK6S,25 December 2021,good quality ,5,great product looking goog 
"PRIGAN® Premium Quality, Universal Silver Black Red 14 Inch Wheel Cover For All 14 Inch Cars (SIZE 14 Inch) (Set of 4 Pcs) (Press Fitting) Model- Tiago T1 Twin Red",https://www.amazon.in/PRIGAN%C2%AE-Premium-Quality-Universal-14/dp/B0984YMK6S,5 December 2021,packaging very poor ,1,nice fitt 
Carzilla Auto 56MM VRS Wheel Hub Centre Caps Alloy Sticker Compatible for S-Koda Rapid Octavia Superb,https://www.amazon.in/Carzilla-Centre-Sticker-Compatible-Octavia/dp/B0993VLBNR,30 July 2022,quality and installation ,3,installation was damn tough the glue of the emblem was not appropriate so that i bought a areldite and after that i installed 
Carzilla Auto 56MM VRS Wheel Hub Centre Caps Alloy Sticker Compatible for S-Koda Rapid Octavia Superb,https://www.amazon.in/Carzilla-Centre-Sticker-Compatible-Octavia/dp/B0993VLBNR,18 June 2022,doesn t stick well adhesive is of low quality ,1,adhesive is of cheap quality doesn t stick well 
Carzilla Auto 56MM VRS Wheel Hub Centre Caps Alloy Sticker Compatible for S-Koda Rapid Octavia Superb,https://www.amazon.in/Carzilla-Centre-Sticker-Compatible-Octavia/dp/B0993VLBNR,28 December 2021,this us the product which is like ek machhli pure talab ko ganda krti hai maha bekar ,1,quality of product is very chip 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Black/Tan Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Glossy-Finish/dp/B083Q71Y8V,4 December 2021,not the exact colour shown in image and some colour finishing not good ,4,not the exact colour shown in image and some colour finishing not good 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Black/Tan Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Glossy-Finish/dp/B083Q71Y8V,24 January 2022,very bad product color lost after first wash ,1,very bad product color lost after first wash wheel disc turned from black and red to white very bad product dont buy 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Black/Tan Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Glossy-Finish/dp/B083Q71Y8V,18 May 2022,damaged ,1,damaged 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Black/Tan Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Glossy-Finish/dp/B083Q71Y8V,18 January 2022,awesome look in swift vdi white colour car ,5,awesome look in swift vdi white colour car 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,25 November 2020,poor quality painting on wheel cup ,1,the paint quality is poor it s not worth it also mrp mentioned on box is rs 1253 or something inclusive of gst but they took rs 1399 00 from me after a discount from rs 1999 00 please don t get fooled by them 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,17 August 2020,satisfied with the quality and look ,5,good quality products looks really nice hope to get more of other products from the brand 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,23 April 2021,fitting not proper ,2,the package arrived on time however firstly the product lacks finishing and secondly the fitting is not proper the wheel cover does not cover the entire wheel rim not pleased with my purchase 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,23 May 2022,good set of wheelcaps ,4,good set for the price paid however the under color is slightly darker than what is shown in display not bad for the price keeping them for now 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,19 January 2021,awesome fit looks stunning ,4,awesome product easy to install and stunning to look changed whole look of the vehicle small tip before installing watch videos of installation so will get idea about metal ring and how to place perfectly for smooth installation 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,12 December 2021,it is small in size i can t use it ,4,no it is small and not suitable for my tuv300 the size is 15 but you sent a 14 wheel cap 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,28 August 2020,this is cheating by amazon seller ,1,very very bad not fitted my car but item not return or replacement 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,16 August 2021,i20 ,5,i20 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,10 December 2021,worst product ,1,not attractive even faded in colour 
"Kingsway - Hotwheelz 14"" Sporty Wheel Cover with Rings (Two Tone Silver/Grey Glossy Finish, Pack of 4)",https://www.amazon.in/Kingsway-hotwheelz-Sporty-Silver-Glossy/dp/B083Q5VGYP,8 September 2021,it doesn t look as good on the wheels as it appears in the picture ,3,it doesn t look as good on the wheels as it appears in the picture 
CARIZO® - Hotwheelz 15 Inch Wheel Cover | Grey & Silver Colour | 15 Inch Cars Wheel Cap | Set of 4 Compatible with Volkswagen Ameo All Models,https://www.amazon.in/CARIZO%C2%AE-Hotwheelz-Silver-Compatible-Volkswagen/dp/B09LRDPGN8,19 July 2022,beutiful ,5,ek car ke bahter viklap 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,20 April 2022,one of the best 14 inch ,5,perfect fiting fiet punto evo product is as per price quality is as per price fitting is very nice 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,20 April 2022,very poor quality ,1,looks like made of poor quality and maybe poorly recycled plastic really doubt if it can stand road use 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,6 June 2022,recommended wheel cap for fiat punto ,5,prefect fitting for stock 14inch rim suits well decent look 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,19 July 2022,n 1 prodact ,5,car vheel cavar 
"Netco Silver 12"" inch ALTO-800 Wheel Cover/Hubcaps, Set of 4 Piece",https://www.amazon.in/Netco-Silver-ALTO-800-Wheel-Hubcaps/dp/B09MCJWKGW,1 January 2022,well fitted ,5,well fitted to my aulto 800 2014 model images for reference 
TRD Tyre Stickers for Car - Tyre Tattoo,https://www.amazon.in/Tattoo-Premium-Unique-Stickers-_Toyota/dp/B09G176287,25 December 2021,best product from best people and the only guys doing this i feel as i don t know anyone else ,5,it s perfect and very beautiful and my 2nd purchase so a must try for a car lover 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,11 August 2021,makes my maruti young again sweet sixteen so posting some images ,4,makes my maruti young again in her sweet sixteen so posting some images on very close observation one notices imperfections but in real life we would hardly notice it from 4 feet or more it looks fantastic also it is made of slightly flexible plastic and can take mild impact i guess while fixing it my doggy gave me company though it snaps on to the rim i also used plastic tie so that it does not fall off accidentally or get stolen easily 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,16 June 2021,super product ,4,i really love this product it s perfect match for my alto 800 2016 easy to install but little bit loose instead of that all good value for money thanks to amazon to give a wonderful product 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,28 May 2021,excellent ,5,excellent product looks very stylish 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,28 February 2022,wonderful product ,5,these wheel caps gave a classy look to my car alto this product is worth the price if i would have got this at any car decor i would have paid double the price what i got this in amazon this is a wonderful product 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,25 June 2021,worth every penny ,4,decent fitting on wheel good quality material 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,7 August 2021,superb very good looking ,5,easy to install nice looking value for money 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,4 August 2021,good product ,5,value for good quality 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,28 April 2021,nice and good super ,5,good 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,26 August 2021,good quality paint is ok ,4,quality of the product is good but quality of paint looks ok its not that much glossy as shown in the images also not properly painted 
"PRIGAN, 12 Inch Black Silver Wheel Cover/Wheel Cap Universal Model (Set of 4 Pcs) (for All 12 Inch Cars) Vision 12 DC",https://www.amazon.in/PRIGAN-Premium-12-Inch-Universal/dp/B08SWJQLFQ,11 July 2021,value for money ,5,very good product i am fully satishfied 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,29 December 2021,perfect fit in xuv 500 ,5,perfect quality perfect fit and perfect look recommended to all xuv 500 owners 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,21 January 2022,looks like alloys only super cool ,5,this 17 wheel caps are perfect fit for my xuv500 they looks like real alloy wheels as you can see from the images the quality is durable i was able to fix them myself only the rings has to be used properly inside wheelcaps and these are included in the parcel great experience 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,26 December 2021,perfect fit for 13 wheel ,5,perfect fit for alto k10 premium look and good quality pricing could be better 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,21 February 2022,alloy wheel or wheel cover let s confused others ,3,prigan wheel cover product quality is actually good more than i expected installed in i10 size 13inch perfect fitting look like alloy wheel installed only thing is need to improve prigan is fitting with screws holes instead of ring fitting for longer life otherwise great product prigan keep improving 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,1 July 2022,good easy to install ,5,the product ordered is the same as seen on amazon the fitment was perfect and the look and feel of the product is pretty awesomedurabilityeasy to install 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,13 February 2022,colour not as described ,2,colour not as described 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,7 March 2022,damaged wheel cover ,2,one of the wheel cover received in damaged condition and should be replaced 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,12 March 2022,the product was damage i was unhappy ,2,products was good but you send me damage one 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,30 May 2022,,5,nice and superb quality 
"PRIGAN, 13 Inch Grey Silver Universal Wheel Cover for All 13 Inch Cars (Available in 12,13,14,15,16,17 Inch) Wheel Cap Universal Model (Set of 4 Pcs) (Sharp DC 13)",https://www.amazon.in/PRIGAN-Silver-Universal-Wheel-Available/dp/B09N192S9Y,26 June 2022,nice product ,5,nice product 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,20 April 2022,one of the best 14 inch ,5,perfect fiting fiet punto evo product is as per price quality is as per price fitting is very nice 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,20 April 2022,very poor quality ,1,looks like made of poor quality and maybe poorly recycled plastic really doubt if it can stand road use 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,6 June 2022,recommended wheel cap for fiat punto ,5,prefect fitting for stock 14inch rim suits well decent look 
Netco Unbreakable Wheel Cover/Cap for Maruti Dzire 2017-22 Silver Colour 14 Inch Set of 4 Pieces,https://www.amazon.in/Netco-Unbreakable-Maruti-Silver-Colour/dp/B09MCRNHB7,19 July 2022,n 1 prodact ,5,car vheel cavar 
"Netco Silver 12"" inch ALTO-800 Wheel Cover/Hubcaps, Set of 4 Piece",https://www.amazon.in/Netco-Silver-ALTO-800-Wheel-Hubcaps/dp/B09MCJWKGW,1 January 2022,well fitted ,5,well fitted to my aulto 800 2014 model images for reference 
TRD Tyre Stickers for Car - Tyre Tattoo,https://www.amazon.in/Tattoo-Premium-Unique-Stickers-_Toyota/dp/B09G176287,25 December 2021,best product from best people and the only guys doing this i feel as i don t know anyone else ,5,it s perfect and very beautiful and my 2nd purchase so a must try for a car lover 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,19 September 2021,best rim cover for tata nexon or altroz ,5,i was searching for more then 2 months for a good wheel cover for my tata altroz 16inch and finally i have found this the best thing is 1 perfect fit to your rim almost no gap between rim and cover 2 looks very good even rim gets disappear almost 80 only just do a preety good black colour to rim 3 perfect price range just go and buy it blindly 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,30 September 2020,looks good ,5,it is perfect fit for tata nixon looks very good with my car color suitable matching thanks to amazon 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,30 August 2020,it is good for 16 inch wheels ,4,it looks good finishing is not up to the mark 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,4 October 2020,build quality can be approved ,4,design is 5 but build quality is poororiginal nexon wheel cover cost 8000 and looks genuine but this design is better than oemonly build quality is not upto marki resolved it by using spray paint i purchased but also depends upon color of your car mine was seattle silver that why nobody judged 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,22 March 2021,does its job value for money ,5,i was worried if it will fit or notbut it does fit quit well i even used zip ties to secure itjust be carefully while installing its plasticy and might breakim using this since 2 months and haven t faced any issue 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,23 August 2020,satisfaied with the product ,5,product is good does fit in to any r16 inch rim black portion painting is shiny and over all great product at this price range 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,16 January 2022,fits perfectly with brezza ,4,gr8 fitting worth the price installation is little tricky i got a crack during first wheel cap instalation later i got pro no issues with other caps 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,2 February 2021,improves the appearance of your stock rims beautiful product ,5,beautiful product and nice fitting looks stunning and best replacement to stock wheel caps at this price range minor paint flows dots are observed but its not negligible 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,31 July 2021,the color starts to fade after usage ,2,it has not even been a month and the colour has already started to fade off also the fitment is not proper for nexon bsvi but yeah guess you will only get this at this price point nexon original one wheel cap cost you 1200 
Sparedeals - Black and Silver Wheel Covers for Tata Nexon - 16 Inches (Set of 4 Pcs.),https://www.amazon.in/Sparedeals-Covers-Silver-Colour-Inches/dp/B086DQ4W79,7 December 2021,good one its a value for money ,4,good product 
